clx,pred_sr,prob
1,tak,0.9996
1,ktak,0.0004
1-A,taga,0.9892
1-A,taka,0.0104
1-A,tata,0.0004
2,tak,0.9956
2,tk,0.0012
2,gak,0.0012
2,ktak,0.0004
2,tgak,0.0004
2,kak,0.0004
2,tadk,0.0004
2,aak,0.0004
2-A,taka,0.9816
2-A,taga,0.0132
2-A,tka,0.0016
2-A,takak,0.0012
2-A,gaka,0.0012
2-A,ataka,0.0004
2-A,takka,0.0004
2-A,tgaka,0.0004
3,tat,0.998
3,ta,0.0008
3,at,0.0008
3,ktat,0.0004
3-A,tada,0.9972
3-A,tata,0.0028
4,tat,0.9972
4,ta,0.0008
4,at,0.0008
4,tkat,0.0004
4,tdt,0.0004
4,tkt,0.0004
4-A,tata,0.9896
4-A,tada,0.0104
5,kak,0.5824
5,kk,0.0944
5,ka,0.0804
5,ak,0.0784
5,kat,0.0256
5,kkk,0.0196
5,k,0.0172
5,tak,0.0076
5,kdk,0.0072
5,kaa,0.0068
5,ktk,0.006
5,kgk,0.0048
5,kagk,0.0044
5,kt,0.004
5,gak,0.0036
5,tkak,0.0036
5,tk,0.0032
5,kakk,0.0032
5,kagt,0.0032
5,,0.0032
5,gkak,0.0028
5,a,0.0028
5,ktak,0.0028
5,at,0.0028
5,katk,0.0024
5,kdak,0.0024
5,akak,0.0024
5,dak,0.002
5,tat,0.002
5,kaak,0.0016
5,kaga,0.0016
5,aak,0.0012
5,kgt,0.0012
5,aa,0.0008
5,gk,0.0008
5,ta,0.0008
5,kgak,0.0008
5,dkak,0.0008
5,akaga,0.0004
5,ga,0.0004
5,aka,0.0004
5,kta,0.0004
5,t,0.0004
5,kga,0.0004
5,kkak,0.0004
5,gka,0.0004
5,gkat,0.0004
5,kkga,0.0004
5,tdkak,0.0004
5,akk,0.0004
5,katt,0.0004
5,tagk,0.0004
5,tkat,0.0004
5,dk,0.0004
5,ata,0.0004
5,kadk,0.0004
5,tkk,0.0004
5,gdkk,0.0004
5,kda,0.0004
5,aat,0.0004
5,aadk,0.0004
5-A,kaga,0.714
5-A,kga,0.09
5-A,aga,0.0648
5-A,kaa,0.0508
5-A,kkga,0.016
5-A,kada,0.0128
5-A,kaka,0.0084
5-A,kata,0.008
5-A,ga,0.0068
5-A,kaaa,0.0052
5-A,taga,0.0048
5-A,ktga,0.0028
5-A,ka,0.0024
5-A,kdga,0.002
5-A,kgga,0.0016
5-A,aa,0.0016
5-A,aaga,0.0016
5-A,tata,0.0012
5-A,ata,0.0012
5-A,a,0.0012
5-A,taka,0.0008
5-A,tga,0.0004
5-A,kka,0.0004
5-A,gaa,0.0004
5-A,kda,0.0004
5-A,kta,0.0004
6,kat,0.6236
6,ka,0.096
6,at,0.0492
6,kt,0.0444
6,kak,0.02
6,kkt,0.0192
6,k,0.0176
6,t,0.0172
6,kadk,0.0124
6,kgt,0.01
6,dat,0.008
6,ktt,0.0072
6,kaa,0.0068
6,akat,0.0056
6,aat,0.0048
6,dkat,0.0048
6,a,0.0048
6,gat,0.0032
6,kadt,0.0032
6,kk,0.0032
6,kaat,0.002
6,kgat,0.002
6,katt,0.0016
6,tat,0.0016
6,,0.0016
6,kagt,0.0016
6,ktat,0.0016
6,gkat,0.0016
6,kdt,0.0016
6,dak,0.0016
6,kda,0.0012
6,kdat,0.0012
6,dka,0.0012
6,ta,0.0012
6,ada,0.0008
6,aa,0.0008
6,kada,0.0008
6,ggt,0.0008
6,ga,0.0008
6,kga,0.0008
6,da,0.0008
6,agt,0.0004
6,kakt,0.0004
6,kaaat,0.0004
6,kkat,0.0004
6,kdka,0.0004
6,taa,0.0004
6,ak,0.0004
6,aak,0.0004
6,dagt,0.0004
6,att,0.0004
6,ddat,0.0004
6,dadk,0.0004
6,dkaa,0.0004
6,tkt,0.0004
6,kgkt,0.0004
6,dk,0.0004
6,dt,0.0004
6,gga,0.0004
6,kkdt,0.0004
6,tkat,0.0004
6,gka,0.0004
6,kagkt,0.0004
6,tda,0.0004
6,tk,0.0004
6,kta,0.0004
6,tka,0.0004
6,gt,0.0004
6,gkt,0.0004
6,aaat,0.0004
6-A,kada,0.7608
6-A,kaa,0.0628
6-A,kda,0.0416
6-A,ada,0.0376
6-A,kkda,0.0164
6-A,kaga,0.0152
6-A,da,0.01
6-A,kgda,0.0072
6-A,kadka,0.0072
6-A,ka,0.0064
6-A,dada,0.0064
6-A,ktda,0.0052
6-A,dkada,0.0036
6-A,kaaa,0.0032
6-A,kata,0.0032
6-A,aada,0.0028
6-A,akada,0.0024
6-A,aa,0.0016
6-A,daga,0.0016
6-A,ggda,0.0008
6-A,daa,0.0008
6-A,gada,0.0008
6-A,kga,0.0008
6-A,kaka,0.0004
6-A,dkaa,0.0004
6-A,dgda,0.0004
6-A,kadta,0.0004
7,kak,0.7044
7,kk,0.0732
7,ka,0.0704
7,ak,0.0472
7,kat,0.0188
7,k,0.0152
7,ktk,0.0096
7,tak,0.0052
7,kkk,0.0048
7,kdk,0.0048
7,kakt,0.004
7,kakk,0.0036
7,aak,0.0028
7,kaa,0.0024
7,kagk,0.0024
7,akak,0.0024
7,kaak,0.002
7,tkak,0.002
7,gak,0.002
7,dak,0.002
7,tk,0.0016
7,gkak,0.0016
7,kaka,0.0012
7,kadk,0.0012
7,dk,0.0012
7,gk,0.0012
7,ktak,0.0008
7,t,0.0008
7,kgk,0.0008
7,kkak,0.0008
7,gkk,0.0008
7,gdk,0.0008
7,kgak,0.0008
7,da,0.0004
7,gkgak,0.0004
7,ta,0.0004
7,ga,0.0004
7,kaat,0.0004
7,dkak,0.0004
7,akaa,0.0004
7,agk,0.0004
7,akt,0.0004
7,dkatk,0.0004
7,tkk,0.0004
7,kgdk,0.0004
7,kga,0.0004
7,tat,0.0004
7,ggk,0.0004
7,gka,0.0004
7,dgk,0.0004
7,gkat,0.0004
7-A,kaka,0.8072
7-A,kka,0.0688
7-A,kaa,0.038
7-A,aka,0.0356
7-A,kata,0.0172
7-A,ktka,0.008
7-A,kaga,0.0052
7-A,ka,0.0048
7-A,kdka,0.0032
7-A,kkka,0.0028
7-A,kak,0.0024
7-A,taka,0.002
7-A,kakta,0.0016
7-A,kakka,0.0008
7-A,kk,0.0004
7-A,kta,0.0004
7-A,gka,0.0004
7-A,gaka,0.0004
7-A,aaka,0.0004
7-A,kgka,0.0004
8,kat,0.6116
8,ka,0.0692
8,at,0.0668
8,kt,0.064
8,t,0.0228
8,dat,0.016
8,k,0.0132
8,kak,0.0132
8,kaa,0.012
