clx,pred_sr,prob
1,tak,1.0
1-A,taga,1.0
2,tak,0.9672
2,ak,0.0188
2,ta,0.0072
2,tk,0.0036
2,tdk,0.0016
2,dak,0.0012
2,tkk,0.0004
2-A,taka,0.9508
2-A,aka,0.0172
2-A,taga,0.0152
2-A,taa,0.0072
2-A,tka,0.006
2-A,daka,0.0016
2-A,tdka,0.0012
2-A,ataka,0.0004
2-A,tkaka,0.0004
3,tat,0.9956
3,tt,0.002
3,ttt,0.0012
3,taat,0.0004
3,tagt,0.0004
3,at,0.0004
3-A,tada,0.996
3-A,tda,0.002
3-A,tata,0.002
4,tat,0.9644
4,at,0.0264
4,tdt,0.0072
4,aat,0.0016
4,tagt,0.0004
4-A,tata,0.9612
4-A,ata,0.0288
4-A,tdta,0.008
4-A,aata,0.0016
4-A,taata,0.0004
5,kak,0.7628
5,kk,0.1336
5,ak,0.034
5,dak,0.0116
5,kgk,0.0096
5,ktk,0.0084
5,kat,0.0048
5,kaa,0.0048
5,kkk,0.0036
5,k,0.0036
5,ka,0.0032
5,aak,0.0016
5,kdk,0.0016
5,tkak,0.0016
5,kagk,0.0016
5,gak,0.0012
5,akak,0.0012
5,kaga,0.0012
5,kkak,0.0012
5,kadk,0.0008
5,kaak,0.0008
5,ktak,0.0008
5,dk,0.0008
5,kgak,0.0008
5,kdak,0.0008
5,kga,0.0004
5,gkak,0.0004
5,kagt,0.0004
5,kakk,0.0004
5,tka,0.0004
5,kgkk,0.0004
5,akk,0.0004
5,tak,0.0004
5,katk,0.0004
5,dkak,0.0004
5-A,kaga,0.804
5-A,kga,0.1236
5-A,aga,0.028
5-A,kaka,0.0144
5-A,daga,0.0108
5-A,kgga,0.0072
5-A,ktga,0.0064
5-A,kkga,0.0032
5-A,kaaga,0.0008
5-A,kagk,0.0004
5-A,kagda,0.0004
5-A,kagka,0.0004
5-A,aaga,0.0004
6,kat,0.7568
6,ka,0.0416
6,aat,0.04
6,at,0.0308
6,kt,0.022
6,kkt,0.0188
6,dat,0.0152
6,kak,0.0124
6,kgt,0.0104
6,tat,0.0072
6,k,0.0072
6,kk,0.0052
6,kagt,0.0032
6,akat,0.0028
6,gat,0.0028
