clx,pred_sr,prob
1,tak,0.9892
1,ak,0.0036
1,tk,0.0032
1,ta,0.002
1,aak,0.0004
1,tkak,0.0004
1,tkk,0.0004
1,tgk,0.0004
1,k,0.0004
1-A,taga,0.9768
1-A,taka,0.0104
1-A,tga,0.004
1-A,taa,0.004
1-A,aga,0.0036
1-A,aaga,0.0004
1-A,tkga,0.0004
1-A,tgga,0.0004
2,tak,0.9864
2,ak,0.0048
2,ta,0.0028
2,tk,0.002
2,tdk,0.0008
2,ktak,0.0004
2,dak,0.0004
2,tkk,0.0004
2,gak,0.0004
2,tdak,0.0004
2,taa,0.0004
2,a,0.0004
2,tgak,0.0004
2-A,taka,0.972
2-A,taga,0.0148
2-A,aka,0.0044
2-A,taa,0.0024
2-A,tka,0.0024
2-A,tdaka,0.0008
2-A,tdka,0.0008
2-A,ktaka,0.0004
2-A,gaka,0.0004
2-A,tak,0.0004
2-A,taaa,0.0004
2-A,aa,0.0004
2-A,tgaka,0.0004
3,tat,0.988
3,ta,0.0048
3,at,0.0036
3,tt,0.002
3,taat,0.0004
3,dtat,0.0004
3,tak,0.0004
3,kat,0.0004
3-A,tada,0.9752
3-A,tata,0.0124
3-A,ada,0.0044
3-A,taa,0.0044
3-A,tda,0.0024
3-A,tadga,0.0004
3-A,taka,0.0004
3-A,dada,0.0004
4,tat,0.9876
4,tt,0.004
4,at,0.004
4,ta,0.002
4,tkt,0.0012
4,taa,0.0004
4,tak,0.0004
4,ttat,0.0004
4-A,tata,0.9744
4-A,tada,0.0148
4-A,tta,0.0036
4-A,ata,0.0032
4-A,taa,0.002
4-A,tkta,0.0012
4-A,taka,0.0004
4-A,ttata,0.0004
5,kak,0.454
5,ka,0.1076
5,ak,0.0948
5,kk,0.0916
5,k,0.0744
5,a,0.0364
5,,0.032
5,kat,0.0124
5,ktk,0.0076
5,kdk,0.0076
5,gak,0.0072
5,kkk,0.006
5,aak,0.0056
5,kgk,0.0056
5,dak,0.0052
5,kaa,0.0048
5,at,0.0048
5,tak,0.004
5,kt,0.0036
5,aa,0.0028
5,ta,0.0028
5,dk,0.002
5,gk,0.002
5,ktak,0.002
5,da,0.002
5,ga,0.0016
5,t,0.0016
5,kdak,0.0016
5,kgak,0.0016
5,dat,0.0012
5,kagk,0.0012
5,tkak,0.0008
5,kaga,0.0008
5,katk,0.0008
5,tkk,0.0008
5,tk,0.0008
5,kagt,0.0008
5,kaak,0.0008
5,kg,0.0008
5,takk,0.0004
5,dkk,0.0004
5,dkak,0.0004
5,kkak,0.0004
5,agk,0.0004
5,kaat,0.0004
5,agt,0.0004
5,gkak,0.0004
5,daga,0.0004
5,tgk,0.0004
5,kadk,0.0004
5,kktk,0.0004
5,atk,0.0004
5,kta,0.0004
5,adk,0.0004
5-A,kaga,0.5472
5-A,kaa,0.1004
5-A,aga,0.0948
5-A,kga,0.0936
5-A,ga,0.0252
5-A,ka,0.0224
5-A,aa,0.02
5-A,a,0.0076
5-A,kaka,0.0068
5-A,ktga,0.0064
5-A,kata,0.006
5-A,kgga,0.006
5-A,gaga,0.0056
5-A,kada,0.0052
5-A,kaaa,0.0048
5-A,kdga,0.0048
5-A,daga,0.0048
5-A,taga,0.0048
5-A,kkga,0.0044
5-A,aaga,0.004
5-A,kka,0.002
5-A,ktaga,0.0016
5-A,taa,0.0016
5-A,aka,0.0016
5-A,aaa,0.0012
5-A,kta,0.0012
5-A,gga,0.0012
5-A,kgaga,0.0012
5-A,daa,0.0012
5-A,ada,0.0008
5-A,tga,0.0008
5-A,kagka,0.0008
5-A,kaaga,0.0008
5-A,dga,0.0008
5-A,ata,0.0008
5-A,kagaa,0.0004
5-A,kkka,0.0004
5-A,katga,0.0004
5-A,tkga,0.0004
5-A,takga,0.0004
5-A,data,0.0004
5-A,dkga,0.0004
5-A,kagda,0.0004
5-A,taaa,0.0004
5-A,gkaga,0.0004
5-A,kagga,0.0004
5-A,tgga,0.0004
5-A,kadga,0.0004
5-A,kdaga,0.0004
5-A,ktka,0.0004
5-A,tkaga,0.0004
5-A,gaa,0.0004
5-A,adga,0.0004
5-A,da,0.0004
6,kat,0.4264
6,ka,0.108
6,at,0.1032
6,kt,0.0896
6,k,0.0472
6,a,0.036
6,t,0.034
6,,0.0336
6,kgt,0.0116
6,kak,0.0108
6,kaa,0.0076
6,dat,0.0076
6,kkt,0.0068
6,aat,0.0068
6,gat,0.006
6,tat,0.0056
6,kk,0.0056
6,ktt,0.0056
6,ak,0.0044
6,kdt,0.004
