clx,pred_sr,prob
1,tak,0.744
1,ta,0.068
1,ak,0.0564
1,tk,0.0436
1,tat,0.0104
1,t,0.0096
1,tag,0.0088
1,aak,0.0064
1,tkk,0.0052
1,a,0.0048
1,k,0.0044
1,gak,0.0044
1,tdk,0.0036
1,taa,0.0036
1,kak,0.0032
1,tgk,0.0032
1,dak,0.0024
1,ttk,0.002
1,,0.0016
1,ag,0.0016
1,tgak,0.0012
1,kk,0.0012
1,tg,0.0008
1,takk,0.0008
1,tadk,0.0008
1,gk,0.0008
1,dk,0.0008
1,ga,0.0004
1,tad,0.0004
1,tt,0.0004
1,ddk,0.0004
1,tatk,0.0004
1,tkak,0.0004
1,da,0.0004
1,tagk,0.0004
1,tka,0.0004
1,atag,0.0004
1,dtak,0.0004
1,tgat,0.0004
1,tdak,0.0004
1,tkkk,0.0004
1,gtak,0.0004
1,atak,0.0004
1-A,taga,0.7132
1-A,taa,0.0552
1-A,aga,0.0548
1-A,taka,0.048
1-A,tga,0.038
1-A,tada,0.0076
1-A,aaga,0.006
1-A,gaga,0.0048
1-A,tkga,0.0048
1-A,ta,0.0048
1-A,tata,0.0044
1-A,taaa,0.004
1-A,tka,0.004
1-A,aka,0.004
1-A,tagaa,0.0032
1-A,aa,0.0032
1-A,tdga,0.0032
1-A,kaga,0.0032
1-A,ga,0.0028
1-A,tgga,0.0028
1-A,daga,0.0024
1-A,ttga,0.0016
1-A,tagka,0.0016
1-A,tgka,0.0012
1-A,tgaga,0.0012
1-A,kga,0.0012
1-A,tagta,0.0008
1-A,takka,0.0008
1-A,a,0.0008
1-A,tadga,0.0008
1-A,gga,0.0008
1-A,ka,0.0008
1-A,ataga,0.0008
1-A,tkada,0.0008
1-A,dga,0.0008
1-A,da,0.0004
1-A,tta,0.0004
1-A,agta,0.0004
1-A,kagaa,0.0004
1-A,ttaa,0.0004
1-A,tdka,0.0004
1-A,tkka,0.0004
1-A,ddga,0.0004
1-A,tatga,0.0004
1-A,tkaga,0.0004
1-A,daaa,0.0004
1-A,agaa,0.0004
1-A,ttka,0.0004
1-A,tkaa,0.0004
1-A,aaka,0.0004
1-A,tgaka,0.0004
1-A,dtaga,0.0004
1-A,taada,0.0004
1-A,taaga,0.0004
1-A,takga,0.0004
1-A,tgada,0.0004
1-A,tdaga,0.0004
1-A,tkkga,0.0004
1-A,tadkaa,0.0004
1-A,kaa,0.0004
1-A,gtaga,0.0004
1-A,takaa,0.0004
1-A,gaa,0.0004
1-A,aaa,0.0004
2,tak,0.6212
2,ta,0.1008
2,tk,0.0976
2,ak,0.0404
2,tat,0.0188
2,t,0.0144
2,tkk,0.0108
2,a,0.0104
2,tgk,0.0096
2,k,0.0092
2,tdk,0.0084
2,ttk,0.0084
2,taa,0.0064
2,kak,0.0044
2,dak,0.0044
2,gak,0.004
2,aak,0.0032
2,tatk,0.0024
2,takt,0.0024
2,tad,0.002
2,taak,0.002
2,tt,0.0016
2,ttak,0.0016
2,,0.0016
2,aa,0.0016
2,at,0.0012
2,tagk,0.0012
2,gk,0.0012
2,takk,0.0008
2,tgak,0.0008
2,tadk,0.0008
2,dtak,0.0008
2,tg,0.0004
2,kk,0.0004
2,ka,0.0004
2,takka,0.0004
2,gtak,0.0004
2,dtat,0.0004
2,adk,0.0004
2,ktak,0.0004
2,gat,0.0004
2,dk,0.0004
2,tgtak,0.0004
2,tag,0.0004
2,kgk,0.0004
2,tta,0.0004
2-A,taka,0.4592
2-A,taga,0.1612
2-A,taa,0.0944
2-A,tka,0.0912
2-A,aka,0.0304
2-A,tada,0.0164
2-A,tkka,0.0104
2-A,tgka,0.01
2-A,taaa,0.0096
2-A,aa,0.0096
2-A,aga,0.0092
2-A,ttka,0.008
2-A,ka,0.0072
2-A,tdka,0.0072
2-A,ta,0.006
2-A,tga,0.0056
2-A,tata,0.0052
2-A,kaka,0.0036
2-A,tagka,0.0032
2-A,gaka,0.0032
2-A,aaka,0.0024
2-A,daka,0.0024
2-A,takta,0.002
2-A,tatka,0.002
2-A,takka,0.002
2-A,daga,0.002
2-A,taaka,0.0016
2-A,aaa,0.0016
2-A,da,0.0016
2-A,tkga,0.0016
2-A,tadka,0.0012
2-A,tdga,0.0012
2-A,takda,0.0012
2-A,ttaka,0.0012
2-A,aaga,0.0012
2-A,a,0.0012
2-A,gka,0.0012
2-A,takga,0.0008
2-A,takaa,0.0008
2-A,ga,0.0008
2-A,kka,0.0008
2-A,ada,0.0008
2-A,tda,0.0008
2-A,taaga,0.0008
2-A,gaga,0.0008
2-A,tgaga,0.0008
2-A,tta,0.0008
2-A,kada,0.0008
2-A,kaga,0.0004
2-A,tadaa,0.0004
2-A,tagaa,0.0004
2-A,kakka,0.0004
2-A,tgaka,0.0004
2-A,tkaa,0.0004
2-A,tatga,0.0004
2-A,ttga,0.0004
2-A,kaaa,0.0004
2-A,akka,0.0004
2-A,takkaa,0.0004
2-A,gtaka,0.0004
2-A,ttaga,0.0004
2-A,dtada,0.0004
2-A,adka,0.0004
2-A,ktaka,0.0004
2-A,tgga,0.0004
2-A,ata,0.0004
2-A,tkkaa,0.0004
2-A,takada,0.0004
2-A,gada,0.0004
2-A,dka,0.0004
2-A,tgtaga,0.0004
2-A,dtaka,0.0004
2-A,agaga,0.0004
2-A,tkkka,0.0004
2-A,kgka,0.0004
2-A,tgkka,0.0004
2-A,ttaa,0.0004
2-A,dtaga,0.0004
2-A,akkaa,0.0004
2-A,akaa,0.0004
3,tat,0.7568
3,ta,0.058
3,at,0.056
3,tt,0.05
3,tad,0.0088
3,t,0.0088
3,a,0.0068
3,tak,0.0064
3,gat,0.006
3,kat,0.006
3,aat,0.0048
3,taa,0.004
3,dat,0.004
3,tgt,0.0036
3,tkt,0.0032
3,tdt,0.0024
3,ttt,0.0024
3,tk,0.0012
3,taat,0.0012
3,takt,0.0012
3,tdat,0.0008
3,tag,0.0008
3,ak,0.0008
3,atat,0.0008
3,ga,0.0008
3,dt,0.0008
3,dtat,0.0004
3,ttat,0.0004
3,tadt,0.0004
3,ktat,0.0004
3,td,0.0004
3,tgat,0.0004
3,tkat,0.0004
3,g,0.0004
3,,0.0004
3-A,tada,0.7164
3-A,ada,0.0508
3-A,taa,0.0484
3-A,tda,0.0452
3-A,tata,0.038
3-A,taga,0.0112
3-A,tadka,0.0068
3-A,aa,0.0064
3-A,taaa,0.006
3-A,gada,0.006
3-A,kada,0.006
3-A,tadaa,0.0052
3-A,aada,0.0048
3-A,ata,0.0044
3-A,dada,0.004
3-A,taka,0.004
3-A,tta,0.0036
3-A,tgda,0.0032
3-A,ta,0.0028
3-A,tkda,0.0024
3-A,ttda,0.002
3-A,tdda,0.0016
3-A,da,0.0016
3-A,tka,0.0012
3-A,tdada,0.0012
3-A,taada,0.0012
3-A,aga,0.0012
3-A,tdka,0.0008
3-A,takda,0.0008
3-A,tatka,0.0008
3-A,ttka,0.0008
3-A,tadda,0.0008
3-A,tkta,0.0008
3-A,atada,0.0008
3-A,gaa,0.0008
3-A,dda,0.0008
3-A,ataga,0.0004
3-A,takk,0.0004
3-A,ttta,0.0004
3-A,dtada,0.0004
3-A,tdta,0.0004
3-A,ttada,0.0004
3-A,taata,0.0004
3-A,tga,0.0004
3-A,takta,0.0004
3-A,ktada,0.0004
3-A,adka,0.0004
3-A,tgada,0.0004
3-A,tkada,0.0004
3-A,tgta,0.0004
3-A,tadkaa,0.0004
3-A,gkaa,0.0004
3-A,aadka,0.0004
3-A,daga,0.0004
4,tat,0.6392
4,tt,0.0992
4,ta,0.092
4,at,0.0464
4,tak,0.0184
4,t,0.0128
4,tkt,0.0108
4,tgt,0.01
4,ttt,0.0092
4,taa,0.0084
4,tdt,0.008
4,a,0.0076
4,gat,0.0064
4,dat,0.0048
4,kat,0.004
4,,0.0024
4,aat,0.002
4,tdat,0.0016
4,ga,0.0016
4,tagt,0.0016
4,tk,0.0016
4,aa,0.0012
4,tatk,0.0008
4,gak,0.0008
4,gt,0.0008
4,ak,0.0008
4,gtat,0.0008
4,tag,0.0008
4,tdk,0.0004
4,takt,0.0004
4,tata,0.0004
4,kt,0.0004
4,dt,0.0004
4,tgat,0.0004
4,tadt,0.0004
4,taat,0.0004
4,da,0.0004
4,gaa,0.0004
4,daat,0.0004
4,tdkt,0.0004
4,ag,0.0004
4,tatg,0.0004
4,ktat,0.0004
4-A,tata,0.4644
4-A,tada,0.1652
4-A,tta,0.0904
4-A,taa,0.0876
4-A,ata,0.0376
4-A,taga,0.0192
4-A,taaa,0.012
4-A,tkta,0.0096
4-A,tgta,0.0096
4-A,ttta,0.0096
4-A,tatka,0.0084
4-A,ada,0.008
4-A,tdta,0.0072
4-A,tda,0.0068
4-A,aa,0.0064
4-A,ta,0.0056
4-A,gata,0.0052
4-A,data,0.0048
4-A,taka,0.0044
4-A,kata,0.0032
4-A,aga,0.0024
