1,kak,1
2,pap,1
1:2:A,kakpapa,1
3,kak,1
4,pap,1
3:4:A,kakpapa,1
5,kak,1
6,pap,1
5:6:A,kakpapa,1
7,kak,1
8,pap,1
7:8:A,kakpapa,1
9,kak,1
10,pap,1
9:10:A,kakpapa,1
11,kak,1
12,pap,1
11:12:A,kakpapa,1
13,kak,1
14,pap,1
13:14:A,kakpapa,1
15,kak,1
16,pap,1
15:16:A,kakpapa,1
17,kak,1
18,pap,1
17:18:A,kakpapa,1
19,kak,1
20,pap,1
19:20:A,kakpapa,1
21,kak,1
22,pap,1
21:22:A,kakpapa,1
23,kak,1
24,pap,1
23:24:A,kakpapa,1
25,kak,1
26,pap,1
25:26:A,kakpapa,1
27,kak,1
28,pap,1
27:28:A,kakpapa,1
29,kak,1
30,pap,1
29:30:A,kakpapa,1
31,kak,1
32,pap,1
31:32:A,kakpapa,1
33,kak,1
34,pap,1
33:34:A,kakpapa,1
35,kak,1
36,pap,1
35:36:A,kakpapa,1
37,kak,1
38,pap,1
37:38:A,kakpapa,1
39,kak,1
40,pap,1
39:40:A,kakpapa,1
41,kak,1
42,pap,1
41:42:A,kakpapa,1
43,kak,1
44,pap,1
43:44:A,kakpapa,1
45,kap,1
46,pak,1
45:46:A,,1
47,kap,1
48,pak,1
47:48:A,,1
49,kaki,1
50,apap,1
49:50:A,kakapapa,1
51,kaki,1
52,apap,1
51:52:A,kakapapa,1
53,kaki,1
54,apap,1
53:54:A,kakapapa,1
55,kaki,1
56,apap,1
55:56:A,kakapapa,1
57,kapi,1
58,akak,1
57:58:A,,1
59,kapi,1
60,akak,1
59:60:A,,1
61,kapi,1
62,akak,1
61:62:A,,1
63,kat,1
64,ipap,1
63:64:A,kacipapa,1
65,kat,1
66,ipap,1
65:66:A,kacipapa,1
67,kat,1
68,ipap,1
67:68:A,kacipapa,1
69,kat,1
70,ipap,1
69:70:A,kacipapa,1
71,pat,1
72,ikak,1
71:72:A,,1
73,pat,1
74,ikak,1
73:74:A,,1
75,pat,1
76,ikak,1
75:76:A,,1
77,pata,1
78,ipak,1
77:78:A,,1
79,pata,1
80,ipak,1
79:80:A,,1
81,pata,1
82,ipak,1
81:82:A,,1
83,pata,1
84,ipak,1
83:84:A,,1
85,pata,1
86,ipak,1
85:86:A,,1
87,pata,1
88,ipak,1
87:88:A,,1
