clx,pred_sr,prob
1,tak,0.988
1,ta,0.0036
1,ak,0.0032
1,tk,0.0028
1,gak,0.0008
1,tkk,0.0004
1,ttk,0.0004
1,gtak,0.0004
1,tat,0.0004
1-A,taga,0.9752
1-A,taka,0.014
1-A,taa,0.0036
1-A,aga,0.0028
1-A,tga,0.0024
1-A,tkga,0.0004
1-A,gaga,0.0004
1-A,ttga,0.0004
1-A,gtaga,0.0004
1-A,tata,0.0004
2,tak,0.9904
2,tk,0.0028
2,ak,0.0028
2,ta,0.0016
2,gak,0.0008
2,kak,0.0004
2,tgk,0.0004
2,tkk,0.0004
2,aak,0.0004
2-A,taka,0.9828
2-A,taga,0.0088
2-A,tka,0.0028
2-A,taa,0.002
2-A,aka,0.0016
2-A,kaka,0.0004
2-A,tada,0.0004
2-A,gaga,0.0004
2-A,tgka,0.0004
2-A,tkka,0.0004
3,tat,0.9928
3,tt,0.0024
3,at,0.0024
3,ta,0.0012
3,aat,0.0004
3,gat,0.0004
3,aa,0.0004
3-A,tada,0.9784
3-A,tata,0.0128
3-A,tda,0.0032
3-A,taa,0.0024
3-A,ada,0.0024
3-A,gada,0.0004
3-A,kada,0.0004
4,tat,0.9876
4,at,0.0056
4,tt,0.0044
4,ta,0.0016
4,kat,0.0004
4,t,0.0004
4-A,tata,0.9756
4-A,tada,0.0128
4-A,ata,0.0044
4-A,tta,0.0036
4-A,taa,0.0024
4-A,kata,0.0004
4-A,ta,0.0004
4-A,tatt,0.0004
5,kak,0.438
5,,0.0984
5,ka,0.08
5,k,0.0788
5,kk,0.0724
5,ak,0.0676
5,a,0.0444
5,kat,0.0128
5,gak,0.0092
5,ktk,0.0072
5,kkk,0.0068
5,tak,0.006
5,t,0.006
5,kaa,0.006
5,kt,0.006
5,aak,0.0052
5,da,0.0048
5,dak,0.0044
5,kgk,0.0036
5,kdk,0.0036
5,aa,0.0032
5,at,0.0028
5,gk,0.0024
5,tk,0.002
5,kagt,0.002
5,ta,0.0016
5,dk,0.0016
5,kgak,0.0012
5,ktak,0.0012
5,kaga,0.0012
5,tkk,0.0012
5,gkak,0.0012
5,akak,0.0012
5,kkak,0.0008
5,tdk,0.0008
5,agk,0.0008
5,kagk,0.0008
5,atk,0.0008
5,kakk,0.0008
5,dka,0.0008
5,katk,0.0008
5,kda,0.0008
5,kaggk,0.0004
5,kkg,0.0004
5,gt,0.0004
5,adt,0.0004
5,gaak,0.0004
5,gaa,0.0004
5,ddak,0.0004
5,aaa,0.0004
5,dat,0.0004
5,kadk,0.0004
5,tkak,0.0004
5,adk,0.0004
5,kga,0.0004
5,ggt,0.0004
5,dgk,0.0004
5,ga,0.0004
5,tadk,0.0004
5,kgtdk,0.0004
5,kaak,0.0004
5,akk,0.0004
5,kdgk,0.0004
5,ddk,0.0004
5-A,kaga,0.638
5-A,kga,0.078
5-A,kaa,0.0764
5-A,aga,0.076
5-A,ga,0.0152
5-A,ka,0.0152
5-A,aa,0.014
5-A,kkga,0.0072
5-A,kaka,0.0068
5-A,gaga,0.0068
5-A,ktga,0.0064
5-A,a,0.006
5-A,aaga,0.006
5-A,kaaa,0.0056
5-A,kata,0.0056
5-A,kada,0.0052
5-A,kdga,0.0052
5-A,kgga,0.004
5-A,daga,0.0036
5-A,taga,0.0032
5-A,akaga,0.0012
5-A,kagka,0.0008
5-A,taa,0.0008
5-A,gaa,0.0008
5-A,kagga,0.0008
5-A,kta,0.0008
5-A,gga,0.0008
5-A,daa,0.0008
5-A,gkaga,0.0008
5-A,kagta,0.0008
5-A,kgaga,0.0008
5-A,ata,0.0004
5-A,kkaga,0.0004
5-A,katga,0.0004
5-A,ktaga,0.0004
5-A,gada,0.0004
5-A,kdaga,0.0004
5-A,aka,0.0004
5-A,ada,0.0004
5-A,kktga,0.0004
5-A,kagak,0.0004
5-A,kgaa,0.0004
5-A,aaa,0.0004
5-A,kka,0.0004
5-A,tga,0.0004
5-A,ddga,0.0004
5-A,kagda,0.0004
6,kat,0.4312
6,,0.1208
6,ka,0.0824
6,at,0.0664
6,kt,0.0596
6,k,0.0504
6,t,0.0472
6,a,0.0444
6,kak,0.0108
6,dat,0.006
6,kkt,0.006
6,kdt,0.0056
6,kaa,0.0048
6,kgt,0.0044
6,kk,0.0044
6,aat,0.004
6,ktt,0.004
6,aa,0.0036
6,ak,0.0032
6,tat,0.0032
6,gat,0.0032
6,ta,0.0024
6,tt,0.002
6,da,0.002
6,gt,0.002
6,kagt,0.0016
6,kadk,0.0016
6,dt,0.0012
6,adt,0.0012
6,kdk,0.0012
6,kada,0.0012
6,kdat,0.0008
6,gaa,0.0008
6,kaat,0.0008
6,tkat,0.0008
6,kgat,0.0008
6,aak,0.0008
6,dkat,0.0008
6,tak,0.0008
6,kadt,0.0008
6,kkat,0.0008
6,tkadt,0.0004
6,kkdat,0.0004
6,kad,0.0004
6,ga,0.0004
6,dgt,0.0004
6,kga,0.0004
6,ktgt,0.0004
6,tk,0.0004
6,dkt,0.0004
6,akat,0.0004
6,akt,0.0004
6,tka,0.0004
6,dk,0.0004
6,ktgk,0.0004
6,dtt,0.0004
6,kkk,0.0004
6,dktt,0.0004
6,ktk,0.0004
6,ada,0.0004
6,tadk,0.0004
6,kkgt,0.0004
6,gk,0.0004
6,katt,0.0004
6,tkt,0.0004
6,dka,0.0004
6-A,kada,0.6348
6-A,kaa,0.0816
6-A,ada,0.0804
6-A,kda,0.0676
6-A,da,0.02
6-A,ka,0.016
6-A,aa,0.0144
6-A,kkda,0.0068
6-A,kaga,0.0064
6-A,kata,0.006
6-A,a,0.0056
6-A,kgda,0.0052
6-A,dada,0.0048
6-A,kaaa,0.0044
6-A,tada,0.0044
6-A,ktda,0.0044
6-A,aada,0.004
6-A,kaka,0.0036
6-A,kdda,0.0036
6-A,gada,0.0036
6-A,tda,0.002
6-A,aaa,0.0016
6-A,kagda,0.0016
6-A,daa,0.0016
6-A,taa,0.0012
6-A,dkada,0.0012
6-A,gaaa,0.0008
6-A,kadka,0.0008
6-A,akada,0.0008
6-A,ata,0.0008
6-A,kadga,0.0008
6-A,kadta,0.0008
6-A,kadaa,0.0008
6-A,adda,0.0004
6-A,kdka,0.0004
6-A,kaada,0.0004
6-A,dgda,0.0004
6-A,ga,0.0004
6-A,kak,0.0004
6-A,ktka,0.0004
6-A,kgada,0.0004
6-A,ta,0.0004
6-A,tkaa,0.0004
6-A,dda,0.0004
6-A,aka,0.0004
6-A,dtda,0.0004
6-A,gkada,0.0004
6-A,kkada,0.0004
6-A,kta,0.0004
6-A,tadka,0.0004
6-A,kkgda,0.0004
6-A,kdada,0.0004
7,kak,0.444
7,,0.1208
7,ka,0.0812
7,ak,0.068
7,kk,0.0628
7,k,0.0504
7,a,0.0456
7,kt,0.0088
7,kkk,0.0084
7,t,0.008
7,aak,0.0072
7,kaa,0.0068
7,kdk,0.0068
7,dak,0.0064
7,kat,0.0064
7,tak,0.006
7,kgk,0.0056
7,dk,0.0048
7,at,0.0044
7,ktk,0.004
7,gk,0.004
7,gak,0.0036
7,da,0.0032
7,ga,0.0032
7,kakt,0.0024
7,aa,0.002
7,dkak,0.0016
7,tk,0.0016
7,ta,0.0016
7,kkt,0.0012
7,tt,0.0012
7,tkak,0.0008
7,katk,0.0008
7,kkak,0.0008
7,kagk,0.0008
7,kdak,0.0008
7,ktak,0.0008
7,kakk,0.0008
7,akk,0.0008
7,daa,0.0008
7,tkaa,0.0004
7,dadk,0.0004
7,akkk,0.0004
7,ktt,0.0004
7,att,0.0004
7,dkaa,0.0004
7,kga,0.0004
7,dkt,0.0004
7,kadk,0.0004
7,kaka,0.0004
7,tka,0.0004
7,kkka,0.0004
7,kagak,0.0004
7,tat,0.0004
7,ddk,0.0004
7,tdk,0.0004
7,gt,0.0004
7,agk,0.0004
7,ggk,0.0004
7,dka,0.0004
7,takk,0.0004
7,aka,0.0004
7,dtk,0.0004
7,gkak,0.0004
7,dat,0.0004
7,tkk,0.0004
7,dkk,0.0004
7-A,kaka,0.6344
