clx,pred_sr,prob
1,tak,0.99
1,tk,0.0056
1,tat,0.0008
1,taa,0.0008
1,ta,0.0008
1,tgk,0.0004
1,atak,0.0004
1,ak,0.0004
1,tkk,0.0004
1,kk,0.0004
1-A,taga,0.9856
1-A,taka,0.0048
1-A,tkga,0.0032
1-A,tada,0.0008
1-A,tga,0.0008
1-A,tagat,0.0008
1-A,tagga,0.0008
1-A,tgka,0.0008
1-A,taaa,0.0008
1-A,tagt,0.0004
1-A,tagaa,0.0004
1-A,tagak,0.0004
1-A,tatga,0.0004
2,tak,0.99
2,ta,0.0044
2,ak,0.0024
2,aak,0.0012
2,takt,0.0004
2,gtak,0.0004
2,tkk,0.0004
2,ttk,0.0004
2,kak,0.0004
2-A,taka,0.98
2-A,taa,0.0064
2-A,taga,0.0056
2-A,aaka,0.0016
2-A,gtaka,0.0008
2-A,ataka,0.0008
2-A,dtaka,0.0008
2-A,tagka,0.0008
2-A,aka,0.0004
2-A,gaka,0.0004
2-A,takta,0.0004
2-A,tkka,0.0004
2-A,tkaka,0.0004
2-A,takat,0.0004
2-A,takak,0.0004
2-A,kaka,0.0004
3,tat,0.9956
3,aat,0.0012
3,at,0.0008
3,tt,0.0004
3,taa,0.0004
3,dat,0.0004
3,ttt,0.0004
3,ta,0.0004
3,tagt,0.0004
3-A,tada,0.9856
3-A,tata,0.0056
3-A,aada,0.002
3-A,taa,0.0016
3-A,taaa,0.0012
3-A,tatda,0.0012
3-A,tadga,0.0008
3-A,tda,0.0004
3-A,tgada,0.0004
3-A,ttada,0.0004
3-A,ktada,0.0004
3-A,dada,0.0004
4,tat,0.9912
4,at,0.0024
4,tt,0.0012
4,tatt,0.0008
4,tgt,0.0008
4,tak,0.0008
4,taat,0.0004
4,dat,0.0004
4,ttat,0.0004
4,tgat,0.0004
4,ttt,0.0004
4,tatk,0.0004
4,tdat,0.0004
4-A,tata,0.9888
4-A,tada,0.006
4-A,taka,0.0024
4-A,tatda,0.0016
4-A,tatga,0.0004
4-A,taga,0.0004
4-A,taaa,0.0004
5,kak,0.4044
5,ka,0.0844
5,ak,0.0808
5,kk,0.0712
5,k,0.0488
5,kat,0.0204
5,kkk,0.0204
5,a,0.0192
5,aak,0.016
5,kdk,0.0148
5,kgk,0.0116
5,kaa,0.0096
5,gak,0.0096
5,aa,0.0088
5,tak,0.008
5,kagk,0.0076
5,ktk,0.0068
5,kt,0.0064
5,kagt,0.0064
5,at,0.006
5,katk,0.006
5,dkak,0.0052
5,dak,0.0052
5,,0.0048
5,ga,0.0048
5,tkak,0.0044
5,akak,0.0044
5,gkak,0.0044
5,ktak,0.0044
5,kadk,0.0044
5,kaga,0.0044
5,kdak,0.004
5,ta,0.004
5,kkak,0.0036
5,kgak,0.0036
5,kakk,0.0036
5,kaak,0.0032
5,dk,0.0032
5,da,0.0032
5,tk,0.0032
5,kgt,0.0028
5,gk,0.0024
5,kga,0.0024
5,kta,0.002
5,kda,0.002
5,aagt,0.0016
5,t,0.0016
5,aga,0.0012
5,aat,0.0012
5,atk,0.0012
5,agt,0.0012
5,kg,0.0012
5,kkgt,0.0012
