clx,pred_sr,prob
1,tak,0.986
1,tk,0.0044
1,ta,0.0032
1,ak,0.0032
1,gak,0.0008
1,tgk,0.0008
1,ttk,0.0004
1,tat,0.0004
1,tag,0.0004
1,takk,0.0004
1-A,taga,0.9704
1-A,taka,0.014
1-A,taa,0.0052
1-A,tga,0.0044
1-A,aga,0.0032
1-A,tgga,0.0008
1-A,ttga,0.0004
1-A,tata,0.0004
1-A,taaa,0.0004
1-A,daga,0.0004
1-A,takga,0.0004
2,tak,0.9876
2,ta,0.0044
2,tk,0.0036
2,ak,0.002
2,gtak,0.0008
2,tgk,0.0004
2,tat,0.0004
2,aak,0.0004
2,tdk,0.0004
2-A,taka,0.976
2-A,taga,0.012
2-A,taa,0.004
2-A,tka,0.0028
2-A,aka,0.002
2-A,gtaka,0.0008
2-A,tgka,0.0004
2-A,tata,0.0004
2-A,tada,0.0004
2-A,takt,0.0004
2-A,aaka,0.0004
2-A,tdka,0.0004
3,tat,0.9868
3,tt,0.0044
3,at,0.0032
3,ta,0.0012
3,tgt,0.0008
3,dat,0.0008
3,ttt,0.0004
3,kat,0.0004
3,a,0.0004
3,tkt,0.0004
3,gat,0.0004
3,tadt,0.0004
3,tdt,0.0004
3-A,tada,0.9732
3-A,tata,0.0144
3-A,tda,0.0032
3-A,ada,0.0028
3-A,taa,0.0016
3-A,ttda,0.0008
3-A,dada,0.0008
3-A,tgta,0.0004
3-A,tta,0.0004
3-A,tkda,0.0004
3-A,tgda,0.0004
3-A,gada,0.0004
3-A,ta,0.0004
3-A,tadta,0.0004
3-A,tdda,0.0004
4,tat,0.9852
4,tt,0.0048
4,at,0.0032
4,ta,0.0024
4,gat,0.0008
4,tdt,0.0008
4,dat,0.0008
4,kat,0.0008
4,ttt,0.0004
4,tgt,0.0004
4,tatk,0.0004
4-A,tata,0.9664
4-A,tada,0.0196
4-A,tta,0.0048
4-A,taa,0.0032
4-A,ata,0.0024
4-A,ttta,0.0008
4-A,gata,0.0004
4-A,tdta,0.0004
4-A,kada,0.0004
4-A,data,0.0004
4-A,taga,0.0004
4-A,tgta,0.0004
4-A,tatka,0.0004
5,kak,0.39
5,ka,0.102
5,k,0.1004
5,kk,0.088
5,,0.0792
5,ak,0.0716
5,a,0.0468
5,kat,0.0088
5,dak,0.008
5,kt,0.0076
5,kdk,0.0068
5,gak,0.0064
5,kaa,0.006
5,t,0.0052
5,aak,0.0052
5,kgk,0.0048
5,kkk,0.0048
5,tak,0.0044
5,ktk,0.0044
5,at,0.004
5,da,0.0032
5,ga,0.0028
5,dk,0.0028
5,aa,0.0024
5,kagk,0.002
5,kagt,0.002
5,tk,0.002
5,kaga,0.002
5,ta,0.0016
5,aat,0.0012
5,kadk,0.0012
5,kkak,0.0012
5,kta,0.0012
5,tkak,0.0012
5,gk,0.0012
5,dkak,0.0008
5,gkak,0.0008
5,adk,0.0008
5,kaak,0.0008
5,dkat,0.0008
5,tka,0.0004
5,g,0.0004
5,akk,0.0004
5,gaak,0.0004
5,ata,0.0004
5,kkat,0.0004
5,gtak,0.0004
5,aka,0.0004
5,gkk,0.0004
5,ktak,0.0004
5,kgaa,0.0004
5,kgt,0.0004
5,kdt,0.0004
5,ktt,0.0004
5,tt,0.0004
5,akak,0.0004
5,dt,0.0004
5,gka,0.0004
5,katk,0.0004
5,kga,0.0004
5,ada,0.0004
5,kgak,0.0004
5,gat,0.0004
5,dkk,0.0004
5,aaga,0.0004
5,gtk,0.0004
5,kag,0.0004
5,tgk,0.0004
5,ggk,0.0004
5,aga,0.0004
5,kkagt,0.0004
5,ddk,0.0004
5,ktgk,0.0004
5,tdk,0.0004
5-A,kaga,0.5464
5-A,kaa,0.1008
5-A,kga,0.0976
5-A,aga,0.09
5-A,aa,0.0236
5-A,ka,0.0216
5-A,ga,0.0216
5-A,kdga,0.008
5-A,aaga,0.0068
5-A,kata,0.0064
5-A,daga,0.0064
5-A,kaaa,0.0064
5-A,a,0.0056
5-A,gaga,0.0056
5-A,kaka,0.0052
5-A,ktga,0.0048
5-A,kkga,0.0048
5-A,kgga,0.0044
5-A,taga,0.0036
5-A,kada,0.0028
5-A,ata,0.002
5-A,kda,0.0016
5-A,aka,0.0012
5-A,taa,0.0012
5-A,aaa,0.0012
5-A,tkaga,0.0012
5-A,kagga,0.0012
5-A,aata,0.0008
5-A,kta,0.0008
5-A,kagaa,0.0008
5-A,tga,0.0008
5-A,k,0.0008
5-A,ktaga,0.0008
5-A,gaa,0.0008
5-A,kka,0.0008
5-A,kagda,0.0008
5-A,ada,0.0008
5-A,kkaga,0.0008
5-A,daa,0.0004
5-A,kagka,0.0004
5-A,ta,0.0004
5-A,kagta,0.0004
5-A,gkaga,0.0004
5-A,gtaga,0.0004
5-A,kadga,0.0004
5-A,kgaaa,0.0004
5-A,kaaga,0.0004
5-A,kdta,0.0004
5-A,ktda,0.0004
5-A,akaga,0.0004
5-A,dkada,0.0004
5-A,dkaga,0.0004
5-A,katga,0.0004
5-A,ktaa,0.0004
5-A,adga,0.0004
5-A,gga,0.0004
5-A,gada,0.0004
5-A,dkdga,0.0004
5-A,agaa,0.0004
5-A,kkagda,0.0004
5-A,tdga,0.0004
6,kat,0.394
6,ka,0.0908
6,kt,0.086
6,,0.0804
6,at,0.078
6,k,0.062
6,a,0.054
6,t,0.04
6,kaa,0.01
6,kak,0.0092
6,ktt,0.008
6,dat,0.0076
6,tat,0.0076
6,kdt,0.0072
6,kkt,0.006
6,kk,0.0056
6,kgt,0.0048
6,tt,0.0044
6,aat,0.004
6,gat,0.004
6,gt,0.0036
6,ak,0.0032
6,dt,0.0028
6,kkat,0.0024
6,kadk,0.002
6,aa,0.002
6,dkat,0.0016
6,ta,0.0016
6,ga,0.0012
6,kgat,0.0012
6,kad,0.0008
6,katt,0.0008
6,dkt,0.0008
6,kkk,0.0008
6,tkat,0.0008
6,kaat,0.0008
6,da,0.0008
6,tdat,0.0004
6,dkakt,0.0004
6,att,0.0004
6,gdkat,0.0004
6,kadt,0.0004
6,kadat,0.0004
6,kdaa,0.0004
6,dk,0.0004
6,dtt,0.0004
6,gkat,0.0004
6,dadt,0.0004
6,kakt,0.0004
6,kddt,0.0004
6,kada,0.0004
6,gak,0.0004
6,ktat,0.0004
6,ggt,0.0004
6,d,0.0004
6,akat,0.0004
6,ggkat,0.0004
6,kga,0.0004
6,akt,0.0004
6,kdat,0.0004
6-A,kada,0.5484
6-A,kaa,0.0956
6-A,ada,0.0944
6-A,kda,0.0892
6-A,ka,0.026
6-A,aa,0.0228
6-A,da,0.0216
6-A,a,0.0108
6-A,kaaa,0.0096
6-A,ktda,0.008
6-A,tada,0.0072
6-A,kata,0.0068
6-A,kkda,0.0056
6-A,dada,0.0052
6-A,kgda,0.0052
6-A,gada,0.0048
6-A,kaka,0.0048
6-A,kdda,0.0044
6-A,aada,0.0032
6-A,kaga,0.0032
6-A,tda,0.002
6-A,kkada,0.002
6-A,dda,0.0016
6-A,aga,0.0016
6-A,kta,0.0016
6-A,kgada,0.0016
6-A,gda,0.0012
6-A,dkada,0.0008
6-A,kadka,0.0008
6-A,tkada,0.0008
6-A,ga,0.0008
6-A,daa,0.0008
