clx,pred_sr,prob
1,tak,0.8768
1,ta,0.0284
1,ak,0.028
1,tk,0.0248
1,tat,0.0052
1,tgk,0.0048
1,tag,0.004
1,ttk,0.0036
1,dak,0.0036
1,tkk,0.0028
1,kak,0.002
1,a,0.0016
1,tkak,0.0016
1,tdk,0.0016
1,k,0.0016
1,taa,0.0016
1,gak,0.0012
1,tad,0.0012
1,aak,0.0008
1,dtak,0.0004
1,gk,0.0004
1,tg,0.0004
1,ga,0.0004
1,aa,0.0004
1,atak,0.0004
1,ttak,0.0004
1,takk,0.0004
1,ktak,0.0004
1,taak,0.0004
1,t,0.0004
1,tatk,0.0004
1-A,taga,0.836
1-A,taka,0.0456
1-A,taa,0.0272
1-A,aga,0.026
1-A,tga,0.0232
1-A,tada,0.0052
1-A,tgga,0.0044
1-A,tkga,0.0028
1-A,ttga,0.0028
1-A,daga,0.0028
1-A,tka,0.0024
1-A,kaga,0.002
1-A,tata,0.0016
1-A,aa,0.0016
1-A,tkaga,0.0016
1-A,aka,0.0016
1-A,ga,0.0016
1-A,taaa,0.0016
1-A,gaga,0.0012
1-A,tdga,0.0012
1-A,ttka,0.0008
1-A,ta,0.0008
1-A,dtaga,0.0004
1-A,gga,0.0004
1-A,tak,0.0004
1-A,gaa,0.0004
1-A,aaa,0.0004
1-A,ataga,0.0004
1-A,tgak,0.0004
1-A,daka,0.0004
1-A,takga,0.0004
1-A,tagk,0.0004
1-A,ktaga,0.0004
1-A,taaga,0.0004
1-A,tdka,0.0004
1-A,tatga,0.0004
1-A,aaga,0.0004
2,tak,0.8396
2,ta,0.0452
2,tk,0.0404
2,ak,0.0292
2,tat,0.0096
2,tkk,0.0044
2,ttk,0.004
2,taa,0.0036
2,aak,0.0036
2,dak,0.002
2,tdk,0.002
2,kak,0.0012
2,gak,0.0012
2,k,0.0012
2,tgk,0.0008
2,atak,0.0008
2,,0.0008
2,a,0.0008
2,dk,0.0008
2,t,0.0008
2,takk,0.0008
2,tagk,0.0008
2,tgak,0.0008
2,tatk,0.0004
2,ktak,0.0004
2,td,0.0004
2,tkak,0.0004
2,ga,0.0004
2,dtak,0.0004
2,takt,0.0004
2,tag,0.0004
2,at,0.0004
2,tadk,0.0004
2,akd,0.0004
2,ggk,0.0004
2,taak,0.0004
2,tktk,0.0004
2-A,taka,0.7456
2-A,taga,0.0912
2-A,taa,0.0456
2-A,tka,0.0376
2-A,aka,0.0292
2-A,tada,0.0088
2-A,taaa,0.004
2-A,tkka,0.004
2-A,ttka,0.004
2-A,aaka,0.0028
2-A,kaka,0.0016
2-A,ta,0.0016
2-A,daka,0.0016
2-A,tga,0.0016
2-A,tak,0.0016
2-A,tdka,0.0016
2-A,a,0.0012
2-A,aga,0.0012
2-A,gaka,0.0012
2-A,ka,0.0008
2-A,tgka,0.0008
2-A,aa,0.0008
2-A,tata,0.0008
2-A,tdga,0.0008
2-A,tagka,0.0008
2-A,tgaka,0.0008
2-A,tatka,0.0004
2-A,ataga,0.0004
2-A,aaga,0.0004
2-A,tkga,0.0004
2-A,ktaka,0.0004
2-A,tkaka,0.0004
2-A,gaa,0.0004
2-A,dtaka,0.0004
2-A,takda,0.0004
2-A,ataka,0.0004
2-A,dga,0.0004
2-A,daga,0.0004
2-A,dka,0.0004
2-A,takga,0.0004
2-A,ata,0.0004
2-A,tadka,0.0004
2-A,da,0.0004
2-A,akda,0.0004
2-A,ggka,0.0004
2-A,taaka,0.0004
2-A,tktka,0.0004
3,tat,0.8836
3,at,0.0272
3,ta,0.0252
3,tt,0.024
3,tad,0.0076
3,tak,0.0052
3,tdt,0.0024
3,gat,0.0024
3,t,0.0024
3,tkt,0.002
3,dat,0.002
3,aat,0.002
3,taa,0.002
3,kat,0.0016
3,a,0.0012
3,tk,0.0012
3,tgt,0.0012
3,ttt,0.0012
3,dtat,0.0008
3,gtat,0.0008
3,tkat,0.0004
3,tagt,0.0004
3,kt,0.0004
3,tdat,0.0004
3,gkt,0.0004
3,tadt,0.0004
3,tatt,0.0004
3,tag,0.0004
3,gtad,0.0004
3,taat,0.0004
3-A,tada,0.8468
3-A,tata,0.0432
3-A,ada,0.026
3-A,taa,0.0252
3-A,tda,0.0216
3-A,taka,0.0036
3-A,gada,0.0028
3-A,taga,0.0024
3-A,tdda,0.002
3-A,tkda,0.002
3-A,ata,0.002
3-A,taaa,0.002
3-A,ttda,0.0016
3-A,dada,0.0016
3-A,tta,0.0016
3-A,aada,0.0016
3-A,ta,0.0016
3-A,kada,0.0012
3-A,aa,0.0012
3-A,tgda,0.0012
3-A,da,0.0012
3-A,gtada,0.0012
3-A,tga,0.0008
3-A,dtada,0.0008
3-A,kata,0.0004
3-A,tkada,0.0004
3-A,tagda,0.0004
3-A,kda,0.0004
3-A,tadaa,0.0004
3-A,tak,0.0004
3-A,tka,0.0004
3-A,tdada,0.0004
3-A,gkda,0.0004
3-A,tadta,0.0004
3-A,tatda,0.0004
3-A,taada,0.0004
4,tat,0.8428
4,ta,0.0416
4,tt,0.0416
4,at,0.028
4,tgt,0.0064
4,tak,0.0048
4,tdt,0.0048
4,ttt,0.004
4,taa,0.0032
4,dat,0.0032
4,gat,0.0028
4,aat,0.0028
4,tkt,0.002
