clx,pred_sr,prob
1,tak,0.9528
1,ak,0.0132
1,ta,0.0112
1,tk,0.01
1,tat,0.0028
1,tag,0.002
1,tdk,0.0016
1,ttk,0.0012
1,aak,0.0012
1,dak,0.0012
1,taa,0.0008
1,ktak,0.0004
1,tgk,0.0004
1,tdak,0.0004
1,gak,0.0004
1,gk,0.0004
1-A,taga,0.9212
1-A,taka,0.0336
1-A,aga,0.0136
1-A,taa,0.0112
1-A,tga,0.0096
1-A,tata,0.002
1-A,ttga,0.0012
1-A,aaga,0.0012
1-A,tdga,0.0012
1-A,daga,0.0012
1-A,taaa,0.0008
1-A,tada,0.0008
1-A,ktaga,0.0004
1-A,tgga,0.0004
1-A,tdaga,0.0004
1-A,gaga,0.0004
1-A,tdka,0.0004
1-A,gga,0.0004
2,tak,0.9624
2,ta,0.0136
2,tk,0.0084
2,ak,0.006
2,tat,0.0028
2,aak,0.0012
2,gak,0.0008
2,tdk,0.0008
2,taa,0.0008
2,takk,0.0004
2,k,0.0004
2,ttk,0.0004
2,tkk,0.0004
2,atak,0.0004
2,tgk,0.0004
2,taka,0.0004
2,kak,0.0004
2-A,taka,0.9132
2-A,taga,0.0488
2-A,taa,0.0144
2-A,tka,0.0084
2-A,aka,0.006
2-A,tada,0.0016
2-A,tata,0.0012
2-A,aaka,0.0012
2-A,gaka,0.0008
2-A,tdka,0.0008
2-A,takka,0.0004
2-A,ka,0.0004
2-A,ttka,0.0004
2-A,tkka,0.0004
2-A,ataka,0.0004
2-A,tgka,0.0004
2-A,taaa,0.0004
2-A,takaa,0.0004
2-A,kaka,0.0004
3,tat,0.9584
3,ta,0.0108
3,at,0.0092
3,tt,0.0092
3,tak,0.0024
3,tad,0.0024
3,taa,0.0016
3,aat,0.0008
3,dat,0.0008
3,tgt,0.0008
3,ktat,0.0004
3,tkt,0.0004
3,taat,0.0004
3,takt,0.0004
3,tdt,0.0004
3,kat,0.0004
3,tadk,0.0004
3,gat,0.0004
3,tadt,0.0004
3-A,tada,0.9296
