clx,pred_sr,prob
1,tak,0.9108
1,tk,0.022
1,ta,0.0172
1,ak,0.0136
1,tat,0.006
1,ttk,0.0036
1,dak,0.0032
1,kak,0.0032
1,tgk,0.0024
1,aak,0.0016
1,taa,0.0016
1,gak,0.0016
1,tdk,0.0012
1,tkk,0.0012
1,tagk,0.0012
1,gtak,0.0012
1,atak,0.0008
1,tgak,0.0008
1,k,0.0008
1,tatk,0.0008
1,taak,0.0008
1,tag,0.0008
1,ktak,0.0008
1,dtak,0.0004
1,takk,0.0004
1,tad,0.0004
1,tkak,0.0004
1,takt,0.0004
1,aat,0.0004
1,tadk,0.0004
1-A,taga,0.9024
1-A,tga,0.0192
1-A,taa,0.016
1-A,aga,0.01
1-A,taka,0.0084
1-A,tdga,0.004
1-A,tkga,0.0036
1-A,ttga,0.0036
1-A,tgga,0.0032
1-A,tata,0.0028
1-A,tagda,0.002
1-A,tkaga,0.002
1-A,taaa,0.002
1-A,gaga,0.002
1-A,tagt,0.0016
1-A,tagak,0.0012
1-A,tatga,0.0012
1-A,tagaa,0.0008
1-A,tadga,0.0008
1-A,tagga,0.0008
1-A,daga,0.0008
1-A,takga,0.0008
1-A,tagta,0.0008
1-A,aaga,0.0008
1-A,gtaga,0.0008
1-A,taaga,0.0008
1-A,tagk,0.0008
1-A,dtaga,0.0008
1-A,tagka,0.0004
1-A,tdaga,0.0004
1-A,tag,0.0004
1-A,tagg,0.0004
1-A,tgaga,0.0004
1-A,dga,0.0004
1-A,ktaa,0.0004
1-A,ktaga,0.0004
1-A,ataga,0.0004
1-A,tagd,0.0004
1-A,dagaa,0.0004
1-A,ga,0.0004
1-A,tada,0.0004
1-A,tagat,0.0004
1-A,ttaga,0.0004
2,tak,0.926
2,tk,0.0168
2,ta,0.0128
2,ak,0.0112
2,tat,0.0036
2,ttk,0.0036
2,tdk,0.0032
2,kak,0.0032
2,taa,0.0024
2,gak,0.0024
2,tkk,0.002
2,aak,0.0016
2,tatk,0.0012
2,tgk,0.0012
2,ttak,0.0012
2,takk,0.0008
2,taak,0.0008
2,tadk,0.0008
2,gtak,0.0008
2,dak,0.0008
2,tta,0.0004
2,atak,0.0004
2,tdak,0.0004
2,tagk,0.0004
2,tag,0.0004
2,t,0.0004
2,aa,0.0004
2,takt,0.0004
2,takg,0.0004
2-A,taka,0.9168
2-A,taa,0.0164
2-A,tka,0.0112
2-A,tak,0.0076
2-A,aka,0.0076
2-A,taga,0.0036
2-A,taaa,0.0032
2-A,tata,0.0028
2-A,tkka,0.0024
2-A,tada,0.0024
2-A,gtaka,0.0024
2-A,tdka,0.002
2-A,takt,0.002
2-A,aaka,0.0016
2-A,ttka,0.0016
2-A,takk,0.0016
2-A,gaka,0.0016
2-A,tagka,0.0012
2-A,daka,0.0008
2-A,takak,0.0008
2-A,ataka,0.0008
2-A,takda,0.0008
2-A,tadka,0.0008
2-A,ktaka,0.0008
2-A,aa,0.0008
2-A,ta,0.0004
2-A,tgka,0.0004
2-A,tagat,0.0004
2-A,ttak,0.0004
2-A,takga,0.0004
2-A,tdaka,0.0004
2-A,takta,0.0004
2-A,taaka,0.0004
2-A,dtaka,0.0004
2-A,gtaaa,0.0004
2-A,tkga,0.0004
2-A,dtaa,0.0004
2-A,tgk,0.0004
2-A,tdkt,0.0004
2-A,tatka,0.0004
2-A,ttaka,0.0004
3,tat,0.9168
3,tt,0.016
3,ta,0.0156
3,at,0.0124
3,tgt,0.0036
3,dat,0.0036
3,tak,0.0036
3,ttt,0.0032
3,tkt,0.0028
3,tdt,0.0028
3,taa,0.0028
3,kat,0.002
3,tgat,0.002
3,tadt,0.0016
3,takt,0.0012
3,gat,0.0012
3,tdat,0.0012
3,atat,0.0012
3,aat,0.0012
3,tad,0.0008
3,tk,0.0008
3,tkat,0.0008
3,a,0.0004
3,dtat,0.0004
3,ktat,0.0004
3,ttat,0.0004
3,taat,0.0004
3,tatd,0.0004
3,ag,0.0004
3-A,tada,0.9228
3-A,tda,0.016
3-A,taa,0.012
3-A,ada,0.0068
3-A,tata,0.006
3-A,taka,0.0056
3-A,tatda,0.0032
3-A,taaa,0.0028
3-A,ttda,0.0028
3-A,tkda,0.0024
3-A,gada,0.002
3-A,tgda,0.0016
3-A,tagda,0.0016
3-A,taga,0.0016
3-A,dtada,0.0016
3-A,tadk,0.0008
3-A,ttada,0.0008
3-A,tdda,0.0008
3-A,tkada,0.0008
3-A,kada,0.0008
3-A,tdada,0.0008
3-A,tadt,0.0008
3-A,ta,0.0004
3-A,gaa,0.0004
3-A,dada,0.0004
3-A,kaa,0.0004
3-A,tdga,0.0004
3-A,tadga,0.0004
3-A,tadda,0.0004
3-A,tk,0.0004
3-A,takda,0.0004
3-A,tgada,0.0004
3-A,tadka,0.0004
3-A,aada,0.0004
3-A,tadat,0.0004
3-A,tadak,0.0004
4,tat,0.922
4,ta,0.0176
4,at,0.0136
4,tt,0.0132
4,tak,0.004
4,tkt,0.0032
4,dat,0.0024
4,aat,0.0024
4,gat,0.0024
4,taa,0.002
4,kat,0.0016
4,tgt,0.0016
4,tdt,0.0016
4,taat,0.0012
4,t,0.0012
4,tagt,0.0012
4,ktat,0.0008
4,atat,0.0008
4,dtat,0.0008
4,gtat,0.0008
4,tatt,0.0008
4,ttt,0.0008
4,tda,0.0004
4,tadt,0.0004
4,tk,0.0004
4,ttk,0.0004
4,ttat,0.0004
4,tata,0.0004
4,takt,0.0004
4,dtak,0.0004
4,atk,0.0004
4,tag,0.0004
4-A,tata,0.8992
4-A,taa,0.0236
4-A,ata,0.0156
4-A,taaa,0.0072
4-A,tat,0.0068
4-A,tada,0.0068
4-A,tta,0.0052
4-A,taka,0.004
4-A,taga,0.0032
4-A,tdta,0.0028
4-A,data,0.0024
4-A,ttta,0.0024
4-A,tatda,0.002
4-A,aata,0.0016
4-A,tatk,0.0012
4-A,tataa,0.0012
4-A,atata,0.0012
4-A,gata,0.0012
4-A,tgata,0.0012
4-A,takta,0.0008
4-A,ttata,0.0008
4-A,taata,0.0008
4-A,tatt,0.0008
4-A,ktata,0.0004
4-A,tadta,0.0004
4-A,tkta,0.0004
4-A,tatat,0.0004
4-A,tatta,0.0004
4-A,dtata,0.0004
4-A,tgta,0.0004
4-A,atda,0.0004
4-A,tdaa,0.0004
4-A,dada,0.0004
4-A,dtatga,0.0004
4-A,tatak,0.0004
4-A,tatka,0.0004
4-A,tdata,0.0004
4-A,dat,0.0004
4-A,kata,0.0004
4-A,gtata,0.0004
4-A,tkata,0.0004
4-A,taat,0.0004
4-A,tda,0.0004
5,,0.1936
5,k,0.1264
5,t,0.0644
5,a,0.0552
5,kk,0.0272
5,ak,0.0224
5,ka,0.022
5,kt,0.02
5,gk,0.0148
5,ta,0.0124
5,dk,0.0124
5,tk,0.012
5,at,0.012
5,ga,0.0112
5,gt,0.0108
5,aa,0.01
5,kak,0.01
5,dt,0.0076
5,tak,0.0072
5,da,0.0064
5,gak,0.0056
5,tt,0.0052
5,kgk,0.0044
5,aak,0.0044
5,kgt,0.0044
5,adk,0.004
5,kat,0.004
5,kga,0.004
5,kkt,0.004
5,kaa,0.0036
5,kdk,0.0036
5,gat,0.0036
5,dgk,0.0036
5,g,0.0032
5,kda,0.0032
5,agt,0.0032
5,tka,0.0028
5,tat,0.0028
5,tkk,0.0028
5,dkk,0.0028
5,agk,0.0028
5,kkk,0.0028
5,tkt,0.0024
5,kta,0.0024
5,akt,0.0024
5,ktk,0.0024
5,dgt,0.0024
5,gkt,0.0024
5,gkk,0.0024
5,kdt,0.002
5,dak,0.002
5,aka,0.002
5,kdak,0.002
5,tga,0.002
5,gka,0.002
5,kagt,0.002
5,akk,0.002
5,ktt,0.002
5,dtk,0.002
5,att,0.0016
5,dka,0.0016
5,gagt,0.0016
5,aat,0.0016
5,ggk,0.0016
5,gkak,0.0016
5,dat,0.0016
5,ag,0.0016
5,tgk,0.0016
5,dkt,0.0016
5,ggt,0.0016
5,dta,0.0016
5,kakk,0.0016
5,adak,0.0016
5,taa,0.0016
5,ddk,0.0016
5,kg,0.0016
5,dda,0.0016
5,dga,0.0012
5,dgak,0.0012
5,takk,0.0012
5,gdt,0.0012
5,atk,0.0012
5,dg,0.0012
5,tkgk,0.0012
5,kkat,0.0012
5,tda,0.0012
5,kkak,0.0012
5,gkgt,0.0012
5,kkgt,0.0012
5,tdk,0.0012
5,aga,0.0012
5,gdka,0.0012
5,aadk,0.0012
5,adgt,0.0012
5,katt,0.0012
5,kgda,0.0012
5,kka,0.0012
5,adt,0.0012
